InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,TotalPrice
INV503863,2023-12-14,10730,Germany,STK001,Lampe de bureau design,4,22.85,91.4
INV503863,2023-12-14,10730,Germany,STK005,Bougie parfumee,5,14.7,73.5
INV503863,2023-12-14,10730,Germany,STK012,Miroir mural rond,1,49.01,49.01
INV503863,2023-12-14,10730,Germany,STK002,Coussin en lin,3,12.73,38.19
INV503864,2023-02-28,10731,Portugal,STK006,Cadre photo bois,1,9.3,9.3
INV503865,2023-03-08,10731,Portugal,STK004,Plaid tricote,1,37.37,37.37
INV503865,2023-03-08,10731,Portugal,STK010,Guirlande lumineuse,3,14.9,44.7
INV503865,2023-03-08,10731,Portugal,STK002,Coussin en lin,2,17.71,35.42
INV503865,2023-03-08,10731,Portugal,STK001,Lampe de bureau design,2,22.02,44.04
INV503866,2023-01-28,10731,Portugal,STK006,Cadre photo bois,4,9.74,38.96
INV503866,2023-01-28,10731,Portugal,STK001,Lampe de bureau design,4,22.91,91.64
INV503867,2023-01-21,10732,Italy,STK001,Lampe de bureau design,4,28.56,114.24
INV503867,2023-01-21,10732,Italy,STK003,Set de tasses ceramique,3,17.23,51.69
INV503867,2023-01-21,10732,Italy,STK001,Lampe de bureau design,1,24.59,24.59
INV503867,2023-01-21,10732,Italy,STK006,Cadre photo bois,4,7.69,30.76
INV503868,2023-10-29,10732,Italy,STK008,Tapis de bain,1,28.04,28.04
INV503869,2023-06-05,10732,Italy,STK001,Lampe de bureau design,4,23.1,92.4
INV503869,2023-06-05,10732,Italy,STK001,Lampe de bureau design,3,18.27,54.81
INV503869,2023-06-05,10732,Italy,STK003,Set de tasses ceramique,3,16.95,50.849999999999994
INV503870,2023-08-13,10733,France,STK008,Tapis de bain,4,23.6,94.4
INV503870,2023-08-13,10733,France,STK002,Coussin en lin,1,16.46,16.46
INV503870,2023-08-13,10733,France,STK012,Miroir mural rond,2,36.99,73.98
INV503871,2023-03-30,10733,France,STK005,Bougie parfumee,4,15.55,62.2
INV503872,2023-01-08,10733,France,STK009,Vase en verre,5,22.29,111.44999999999999
INV503872,2023-01-08,10733,France,STK010,Guirlande lumineuse,4,12.77,51.08
INV503872,2023-01-08,10733,France,STK009,Vase en verre,4,17.02,68.08
INV503873,2023-04-29,10733,France,STK007,Panier de rangement,3,24.15,72.44999999999999
INV503873,2023-04-29,10733,France,STK012,Miroir mural rond,3,39.57,118.71000000000001
INV503873,2023-04-29,10733,France,STK011,Plateau en bambou,3,21.58,64.74
INV503874,2023-10-22,10733,France,STK002,Coussin en lin,4,18.36,73.44
INV503874,2023-10-22,10733,France,STK003,Set de tasses ceramique,4,13.45,53.8
INV503875,2023-10-10,10733,France,STK011,Plateau en bambou,3,18.37,55.11
INV503875,2023-10-10,10733,France,STK011,Plateau en bambou,1,24.93,24.93
INV503875,2023-10-10,10733,France,STK007,Panier de rangement,1,22.06,22.06
INV503875,2023-10-10,10733,France,STK003,Set de tasses ceramique,4,12.6,50.4
INV503876,2023-10-16,10733,France,STK006,Cadre photo bois,4,9.13,36.52
INV503876,2023-10-16,10733,France,STK011,Plateau en bambou,1,18.77,18.77
INV503876,2023-10-16,10733,France,STK008,Tapis de bain,3,22.47,67.41
INV503876,2023-10-16,10733,France,STK009,Vase en verre,1,17.21,17.21
INV503877,2023-03-16,10733,France,STK005,Bougie parfumee,1,11.82,11.82
INV503877,2023-03-16,10733,France,STK007,Panier de rangement,4,20.69,82.76
INV503877,2023-03-16,10733,France,STK001,Lampe de bureau design,5,26.68,133.4
INV503878,2023-09-01,10733,France,STK009,Vase en verre,2,24.27,48.54
INV503879,2023-02-04,10733,France,STK007,Panier de rangement,2,20.43,40.86
INV503880,2023-12-03,10733,France,STK004,Plaid tricote,4,32.6,130.4
INV503881,2023-06-19,10734,France,STK011,Plateau en bambou,3,25.67,77.01
INV503881,2023-06-19,10734,France,STK005,Bougie parfumee,2,13.22,26.44
INV503881,2023-06-19,10734,France,STK007,Panier de rangement,4,19.08,76.32
INV503881,2023-06-19,10734,France,STK012,Miroir mural rond,4,34.37,137.48
INV503882,2023-10-25,10734,France,STK003,Set de tasses ceramique,2,12.37,24.74
INV503883,2023-01-06,10734,France,STK008,Tapis de bain,5,25.66,128.3
INV503883,2023-01-06,10734,France,STK005,Bougie parfumee,1,12.72,12.72
INV503884,2023-08-27,10734,France,STK009,Vase en verre,3,16.71,50.13
INV503884,2023-08-27,10734,France,STK012,Miroir mural rond,5,33.9,169.5
INV503884,2023-08-27,10734,France,STK002,Coussin en lin,2,17.29,34.58
INV503885,2023-01-05,10734,France,STK010,Guirlande lumineuse,5,9.01,45.05
INV503885,2023-01-05,10734,France,STK012,Miroir mural rond,2,38.33,76.66
INV503885,2023-01-05,10734,France,STK011,Plateau en bambou,1,19.31,19.31
INV503885,2023-01-05,10734,France,STK012,Miroir mural rond,3,32.07,96.21000000000001
INV503886,2023-06-05,10734,France,STK010,Guirlande lumineuse,1,18.76,18.76
INV503886,2023-06-05,10734,France,STK010,Guirlande lumineuse,4,17.18,68.72
INV503887,2023-07-16,10734,France,STK006,Cadre photo bois,1,9.95,9.95
INV503887,2023-07-16,10734,France,STK006,Cadre photo bois,3,11.4,34.2
INV503887,2023-07-16,10734,France,STK012,Miroir mural rond,3,44.08,132.24
INV503888,2023-08-05,10734,France,STK007,Panier de rangement,1,22.93,22.93
INV503888,2023-08-05,10734,France,STK009,Vase en verre,1,14.54,14.54
INV503888,2023-08-05,10734,France,STK005,Bougie parfumee,4,13.76,55.04
INV503889,2023-11-09,10734,France,STK001,Lampe de bureau design,2,33.25,66.5
INV503890,2023-03-14,10734,France,STK010,Guirlande lumineuse,2,12.34,24.68
INV503890,2023-03-14,10734,France,STK001,Lampe de bureau design,1,24.74,24.74
INV503890,2023-03-14,10734,France,STK007,Panier de rangement,1,20.13,20.13
INV503890,2023-03-14,10734,France,STK012,Miroir mural rond,3,34.96,104.88
INV503891,2023-01-14,10734,France,STK012,Miroir mural rond,2,38.59,77.18
INV503892,2023-03-25,10734,France,STK004,Plaid tricote,4,23.58,94.32
INV503892,2023-03-25,10734,France,STK011,Plateau en bambou,5,24.36,121.8
INV503893,2023-04-26,10734,France,STK006,Cadre photo bois,3,12.59,37.769999999999996
INV503893,2023-04-26,10734,France,STK011,Plateau en bambou,4,21.22,84.88
INV503893,2023-04-26,10734,France,STK002,Coussin en lin,3,20.12,60.36
INV503894,2023-01-09,10734,France,STK001,Lampe de bureau design,1,21.47,21.47
INV503894,2023-01-09,10734,France,STK001,Lampe de bureau design,3,28.91,86.73
INV503894,2023-01-09,10734,France,STK008,Tapis de bain,4,23.72,94.88
INV503894,2023-01-09,10734,France,STK011,Plateau en bambou,4,19.09,76.36
INV503895,2023-09-25,10734,France,STK006,Cadre photo bois,5,6.99,34.95
INV503895,2023-09-25,10734,France,STK007,Panier de rangement,3,23.44,70.32000000000001
INV503895,2023-09-25,10734,France,STK009,Vase en verre,1,20.91,20.91
INV503896,2023-05-12,10735,France,STK006,Cadre photo bois,3,7.19,21.57
INV503896,2023-05-12,10735,France,STK007,Panier de rangement,2,23.52,47.04
INV503896,2023-05-12,10735,France,STK008,Tapis de bain,1,26.53,26.53
INV503897,2023-08-28,10736,France,STK001,Lampe de bureau design,5,27.37,136.85
INV503897,2023-08-28,10736,France,STK012,Miroir mural rond,4,44.19,176.76
INV503898,2023-03-06,10736,France,STK011,Plateau en bambou,1,23.8,23.8
INV503898,2023-03-06,10736,France,STK006,Cadre photo bois,1,12.18,12.18
INV503899,2023-08-12,10737,Netherlands,STK007,Panier de rangement,4,22.65,90.6
INV503899,2023-08-12,10737,Netherlands,STK002,Coussin en lin,4,14.81,59.24
INV503899,2023-08-12,10737,Netherlands,STK009,Vase en verre,4,16.07,64.28
INV503899,2023-08-12,10737,Netherlands,STK008,Tapis de bain,3,32.25,96.75
INV503900,2023-01-01,10737,Netherlands,STK010,Guirlande lumineuse,2,14.63,29.26
INV503901,2023-01-08,10737,Netherlands,STK002,Coussin en lin,2,20.18,40.36
INV503901,2023-01-08,10737,Netherlands,STK006,Cadre photo bois,1,9.39,9.39
INV503902,2023-01-23,10737,Netherlands,STK002,Coussin en lin,5,16.7,83.5
INV503902,2023-01-23,10737,Netherlands,STK002,Coussin en lin,3,17.13,51.39
INV503903,2023-11-21,10738,France,STK005,Bougie parfumee,4,12.5,50.0
INV503903,2023-11-21,10738,France,STK004,Plaid tricote,1,37.45,37.45
INV503904,2023-11-19,10738,France,STK004,Plaid tricote,1,27.6,27.6
INV503904,2023-11-19,10738,France,STK011,Plateau en bambou,4,19.79,79.16
INV503904,2023-11-19,10738,France,STK008,Tapis de bain,4,24.73,98.92
INV503905,2023-01-10,10739,France,STK007,Panier de rangement,2,17.88,35.76
INV503905,2023-01-10,10739,France,STK012,Miroir mural rond,5,36.65,183.25
INV503906,2023-07-01,10739,France,STK008,Tapis de bain,3,30.72,92.16
INV503906,2023-07-01,10739,France,STK011,Plateau en bambou,4,22.15,88.6
INV503906,2023-07-01,10739,France,STK012,Miroir mural rond,2,32.56,65.12
INV503907,2023-09-08,10739,France,STK009,Vase en verre,4,21.89,87.56
INV503908,2023-10-26,10739,France,STK011,Plateau en bambou,5,17.2,86.0
INV503909,2023-06-16,10739,France,STK011,Plateau en bambou,5,22.67,113.35000000000001
INV503909,2023-06-16,10739,France,STK003,Set de tasses ceramique,4,14.7,58.8
INV503909,2023-06-16,10739,France,STK001,Lampe de bureau design,1,32.99,32.99
INV503910,2023-08-25,10739,France,STK011,Plateau en bambou,3,25.07,75.21000000000001
INV503910,2023-08-25,10739,France,STK006,Cadre photo bois,4,12.92,51.68
INV503911,2023-11-30,10739,France,STK006,Cadre photo bois,4,9.57,38.28
INV503911,2023-11-30,10739,France,STK003,Set de tasses ceramique,4,9.67,38.68
INV503911,2023-11-30,10739,France,STK003,Set de tasses ceramique,5,14.0,70.0
INV503911,2023-11-30,10739,France,STK006,Cadre photo bois,3,10.39,31.17
INV503912,2023-02-19,10739,France,STK001,Lampe de bureau design,4,27.04,108.16
INV503912,2023-02-19,10739,France,STK003,Set de tasses ceramique,5,16.56,82.8
INV503912,2023-02-19,10739,France,STK012,Miroir mural rond,3,38.18,114.53999999999999
INV503912,2023-02-19,10739,France,STK002,Coussin en lin,3,19.7,59.099999999999994
INV503913,2023-01-16,10739,France,STK006,Cadre photo bois,4,10.45,41.8
INV503914,2023-08-29,10739,France,STK010,Guirlande lumineuse,2,10.14,20.28
INV503914,2023-08-29,10739,France,STK004,Plaid tricote,3,29.8,89.4
INV503915,2023-12-09,10740,Germany,STK011,Plateau en bambou,1,27.83,27.83
INV503915,2023-12-09,10740,Germany,STK003,Set de tasses ceramique,1,16.91,16.91
INV503915,2023-12-09,10740,Germany,STK011,Plateau en bambou,1,21.35,21.35
INV503915,2023-12-09,10740,Germany,STK001,Lampe de bureau design,1,25.23,25.23
INV503916,2023-08-17,10740,Germany,STK002,Coussin en lin,1,16.01,16.01
INV503916,2023-08-17,10740,Germany,STK009,Vase en verre,5,19.95,99.75
INV503916,2023-08-17,10740,Germany,STK007,Panier de rangement,5,18.35,91.75
INV503917,2023-02-04,10740,Germany,STK011,Plateau en bambou,2,15.52,31.04
INV503917,2023-02-04,10740,Germany,STK008,Tapis de bain,1,19.13,19.13
INV503917,2023-02-04,10740,Germany,STK003,Set de tasses ceramique,4,15.24,60.96
INV503917,2023-02-04,10740,Germany,STK007,Panier de rangement,2,24.18,48.36
INV503918,2023-04-11,10740,Germany,STK011,Plateau en bambou,3,25.22,75.66
INV503918,2023-04-11,10740,Germany,STK009,Vase en verre,4,13.18,52.72
INV503918,2023-04-11,10740,Germany,STK006,Cadre photo bois,4,7.57,30.28
INV503919,2023-03-21,10741,Belgium,STK009,Vase en verre,5,19.0,95.0
INV503919,2023-03-21,10741,Belgium,STK010,Guirlande lumineuse,1,11.06,11.06
INV503919,2023-03-21,10741,Belgium,STK006,Cadre photo bois,5,11.08,55.4
INV503919,2023-03-21,10741,Belgium,STK009,Vase en verre,2,17.18,34.36
INV503920,2023-08-13,10741,Belgium,STK009,Vase en verre,3,23.02,69.06
INV503921,2023-05-21,10741,Belgium,STK001,Lampe de bureau design,5,25.79,128.95
INV503921,2023-05-21,10741,Belgium,STK007,Panier de rangement,3,22.66,67.98
INV503922,2023-05-14,10742,France,STK006,Cadre photo bois,2,10.12,20.24
INV503922,2023-05-14,10742,France,STK010,Guirlande lumineuse,1,12.26,12.26
INV503923,2023-07-10,10742,France,STK008,Tapis de bain,3,25.49,76.47
INV503924,2023-04-21,10742,France,STK002,Coussin en lin,2,16.42,32.84
INV503924,2023-04-21,10742,France,STK008,Tapis de bain,2,28.68,57.36
INV503924,2023-04-21,10742,France,STK007,Panier de rangement,4,26.52,106.08
INV503925,2023-02-02,10742,France,STK005,Bougie parfumee,4,12.96,51.84
INV503925,2023-02-02,10742,France,STK001,Lampe de bureau design,2,25.65,51.3
INV503925,2023-02-02,10742,France,STK001,Lampe de bureau design,5,21.9,109.5
INV503925,2023-02-02,10742,France,STK012,Miroir mural rond,2,42.98,85.96
INV503926,2023-12-03,10743,Netherlands,STK008,Tapis de bain,4,33.27,133.08
INV503926,2023-12-03,10743,Netherlands,STK005,Bougie parfumee,4,11.95,47.8
INV503926,2023-12-03,10743,Netherlands,STK009,Vase en verre,2,16.13,32.26
INV503926,2023-12-03,10743,Netherlands,STK006,Cadre photo bois,5,9.55,47.75
INV503927,2023-07-18,10743,Netherlands,STK011,Plateau en bambou,3,27.63,82.89
INV503927,2023-07-18,10743,Netherlands,STK001,Lampe de bureau design,1,25.72,25.72
INV503927,2023-07-18,10743,Netherlands,STK010,Guirlande lumineuse,1,14.69,14.69
INV503928,2023-07-03,10743,Netherlands,STK002,Coussin en lin,3,18.35,55.050000000000004
INV503928,2023-07-03,10743,Netherlands,STK002,Coussin en lin,2,17.76,35.52
INV503928,2023-07-03,10743,Netherlands,STK005,Bougie parfumee,3,11.46,34.38
INV503928,2023-07-03,10743,Netherlands,STK007,Panier de rangement,1,21.11,21.11
INV503929,2023-07-29,10743,Netherlands,STK007,Panier de rangement,3,17.09,51.269999999999996
INV503930,2023-01-10,10743,Netherlands,STK009,Vase en verre,5,21.29,106.44999999999999
INV503931,2023-10-13,10743,Netherlands,STK001,Lampe de bureau design,1,27.56,27.56
INV503931,2023-10-13,10743,Netherlands,STK007,Panier de rangement,4,25.25,101.0
INV503932,2023-12-30,10743,Netherlands,STK001,Lampe de bureau design,2,26.82,53.64
INV503932,2023-12-30,10743,Netherlands,STK005,Bougie parfumee,2,9.87,19.74
INV503932,2023-12-30,10743,Netherlands,STK005,Bougie parfumee,3,13.58,40.74
INV503933,2023-09-26,10743,Netherlands,STK003,Set de tasses ceramique,5,17.51,87.55000000000001
INV503933,2023-09-26,10743,Netherlands,STK006,Cadre photo bois,3,9.79,29.369999999999997
INV503933,2023-09-26,10743,Netherlands,STK008,Tapis de bain,3,28.17,84.51
INV503933,2023-09-26,10743,Netherlands,STK004,Plaid tricote,1,37.49,37.49
INV503934,2023-09-04,10743,Netherlands,STK005,Bougie parfumee,5,10.96,54.800000000000004
INV503934,2023-09-04,10743,Netherlands,STK008,Tapis de bain,4,31.89,127.56
INV503934,2023-09-04,10743,Netherlands,STK003,Set de tasses ceramique,5,12.88,64.4
INV503934,2023-09-04,10743,Netherlands,STK010,Guirlande lumineuse,3,16.68,50.04
INV503935,2023-09-12,10744,France,STK009,Vase en verre,5,21.6,108.0
INV503936,2023-06-30,10744,France,STK007,Panier de rangement,4,23.16,92.64
INV503936,2023-06-30,10744,France,STK008,Tapis de bain,2,31.89,63.78
INV503937,2023-10-03,10744,France,STK008,Tapis de bain,5,23.58,117.89999999999999
INV503937,2023-10-03,10744,France,STK009,Vase en verre,4,19.45,77.8
INV503937,2023-10-03,10744,France,STK012,Miroir mural rond,2,48.46,96.92
INV503937,2023-10-03,10744,France,STK005,Bougie parfumee,5,10.96,54.800000000000004
INV503938,2023-05-11,10744,France,STK009,Vase en verre,4,22.74,90.96
INV503939,2023-08-29,10744,France,STK002,Coussin en lin,2,19.65,39.3
INV503939,2023-08-29,10744,France,STK012,Miroir mural rond,2,53.04,106.08
INV503940,2023-06-11,10744,France,STK009,Vase en verre,5,14.88,74.4
INV503940,2023-06-11,10744,France,STK011,Plateau en bambou,4,22.72,90.88
INV503941,2023-06-05,10744,France,STK010,Guirlande lumineuse,4,12.79,51.16
INV503942,2023-07-31,10745,Belgium,STK011,Plateau en bambou,5,26.19,130.95000000000002
INV503942,2023-07-31,10745,Belgium,STK002,Coussin en lin,4,14.74,58.96
INV503942,2023-07-31,10745,Belgium,STK012,Miroir mural rond,2,41.45,82.9
INV503942,2023-07-31,10745,Belgium,STK008,Tapis de bain,3,27.67,83.01
INV503943,2023-12-07,10745,Belgium,STK010,Guirlande lumineuse,3,11.41,34.230000000000004
INV503943,2023-12-07,10745,Belgium,STK005,Bougie parfumee,5,16.17,80.85000000000001
INV503944,2023-11-06,10745,Belgium,STK006,Cadre photo bois,1,10.59,10.59
INV503945,2023-09-05,10745,Belgium,STK009,Vase en verre,3,16.32,48.96
INV503945,2023-09-05,10745,Belgium,STK005,Bougie parfumee,1,14.06,14.06
INV503945,2023-09-05,10745,Belgium,STK010,Guirlande lumineuse,3,14.98,44.94
INV503945,2023-09-05,10745,Belgium,STK007,Panier de rangement,5,17.74,88.69999999999999
INV503946,2023-09-05,10745,Belgium,STK004,Plaid tricote,4,37.48,149.92
INV503946,2023-09-05,10745,Belgium,STK001,Lampe de bureau design,1,25.65,25.65
INV503946,2023-09-05,10745,Belgium,STK005,Bougie parfumee,2,11.53,23.06
INV503946,2023-09-05,10745,Belgium,STK003,Set de tasses ceramique,2,14.07,28.14
INV503947,2023-11-28,10746,France,STK002,Coussin en lin,4,15.19,60.76
INV503948,2023-07-10,10746,France,STK001,Lampe de bureau design,2,23.37,46.74
INV503948,2023-07-10,10746,France,STK004,Plaid tricote,2,35.07,70.14
INV503948,2023-07-10,10746,France,STK002,Coussin en lin,3,19.5,58.5
INV503948,2023-07-10,10746,France,STK005,Bougie parfumee,3,12.5,37.5
INV503949,2023-08-28,10746,France,STK009,Vase en verre,5,24.18,120.9
INV503949,2023-08-28,10746,France,STK003,Set de tasses ceramique,1,12.69,12.69
INV503949,2023-08-28,10746,France,STK007,Panier de rangement,3,23.26,69.78
INV503949,2023-08-28,10746,France,STK011,Plateau en bambou,1,16.21,16.21
INV503950,2023-01-16,10746,France,STK008,Tapis de bain,3,22.02,66.06
INV503950,2023-01-16,10746,France,STK012,Miroir mural rond,1,43.22,43.22
INV503951,2023-04-21,10746,France,STK011,Plateau en bambou,1,18.56,18.56
INV503951,2023-04-21,10746,France,STK002,Coussin en lin,4,18.01,72.04
INV503952,2023-12-22,10746,France,STK005,Bougie parfumee,2,12.4,24.8
INV503952,2023-12-22,10746,France,STK012,Miroir mural rond,3,40.67,122.01
INV503953,2023-12-14,10746,France,STK007,Panier de rangement,5,21.0,105.0
INV503953,2023-12-14,10746,France,STK007,Panier de rangement,5,24.78,123.9
INV503954,2023-05-14,10747,Italy,STK010,Guirlande lumineuse,1,10.03,10.03
INV503955,2023-10-10,10747,Italy,STK004,Plaid tricote,5,27.83,139.14999999999998
INV503955,2023-10-10,10747,Italy,STK009,Vase en verre,2,26.05,52.1
INV503956,2023-12-07,10747,Italy,STK008,Tapis de bain,3,19.27,57.81
INV503956,2023-12-07,10747,Italy,STK002,Coussin en lin,2,13.72,27.44
INV503957,2023-02-11,10747,Italy,STK006,Cadre photo bois,3,10.53,31.589999999999996
INV503957,2023-02-11,10747,Italy,STK006,Cadre photo bois,1,11.12,11.12
INV503957,2023-02-11,10747,Italy,STK004,Plaid tricote,2,30.18,60.36
INV503957,2023-02-11,10747,Italy,STK006,Cadre photo bois,3,13.99,41.97
INV503958,2023-08-30,10747,Italy,STK009,Vase en verre,4,16.73,66.92
INV503958,2023-08-30,10747,Italy,STK010,Guirlande lumineuse,1,14.51,14.51
INV503958,2023-08-30,10747,Italy,STK006,Cadre photo bois,2,10.75,21.5
INV503959,2023-05-22,10747,Italy,STK003,Set de tasses ceramique,2,16.58,33.16
INV503959,2023-05-22,10747,Italy,STK006,Cadre photo bois,3,9.54,28.619999999999997
INV503959,2023-05-22,10747,Italy,STK004,Plaid tricote,4,31.07,124.28
INV503959,2023-05-22,10747,Italy,STK007,Panier de rangement,1,23.25,23.25
INV503960,2023-10-30,10747,Italy,STK005,Bougie parfumee,5,13.03,65.14999999999999
INV503960,2023-10-30,10747,Italy,STK004,Plaid tricote,3,28.53,85.59
INV503961,2023-09-20,10747,Italy,STK007,Panier de rangement,3,17.86,53.58
INV503962,2023-11-11,10747,Italy,STK005,Bougie parfumee,2,8.16,16.32
INV503962,2023-11-11,10747,Italy,STK011,Plateau en bambou,3,19.8,59.400000000000006
INV503963,2023-06-01,10747,Italy,STK003,Set de tasses ceramique,1,16.39,16.39
INV503964,2023-03-18,10747,Italy,STK003,Set de tasses ceramique,5,15.49,77.45
INV503964,2023-03-18,10747,Italy,STK006,Cadre photo bois,5,8.28,41.4
INV503965,2023-09-02,10747,Italy,STK001,Lampe de bureau design,5,19.26,96.30000000000001
INV503965,2023-09-02,10747,Italy,STK007,Panier de rangement,5,19.44,97.2
INV503965,2023-09-02,10747,Italy,STK009,Vase en verre,2,20.59,41.18
INV503965,2023-09-02,10747,Italy,STK005,Bougie parfumee,2,13.22,26.44
INV503966,2023-12-02,10747,Italy,STK005,Bougie parfumee,1,12.64,12.64
INV503967,2023-10-14,10747,Italy,STK010,Guirlande lumineuse,3,17.31,51.92999999999999
INV503967,2023-10-14,10747,Italy,STK009,Vase en verre,5,24.88,124.39999999999999
INV503967,2023-10-14,10747,Italy,STK001,Lampe de bureau design,5,28.02,140.1
INV503968,2023-09-28,10747,Italy,STK002,Coussin en lin,1,22.43,22.43
INV503968,2023-09-28,10747,Italy,STK002,Coussin en lin,1,18.69,18.69
INV503969,2023-10-08,10747,Italy,STK005,Bougie parfumee,1,14.13,14.13
INV503970,2023-07-16,10747,Italy,STK010,Guirlande lumineuse,4,13.65,54.6
INV503971,2023-01-02,10747,Italy,STK005,Bougie parfumee,2,8.93,17.86
INV503971,2023-01-02,10747,Italy,STK007,Panier de rangement,1,17.22,17.22
INV503971,2023-01-02,10747,Italy,STK009,Vase en verre,2,18.24,36.48
INV503972,2023-11-14,10748,France,STK007,Panier de rangement,5,24.02,120.1
INV503972,2023-11-14,10748,France,STK012,Miroir mural rond,4,41.33,165.32
INV503972,2023-11-14,10748,France,STK001,Lampe de bureau design,3,26.25,78.75
INV503973,2023-08-04,10748,France,STK005,Bougie parfumee,3,12.4,37.2
INV503973,2023-08-04,10748,France,STK006,Cadre photo bois,1,9.45,9.45
INV503974,2023-01-16,10748,France,STK007,Panier de rangement,5,18.61,93.05
INV503974,2023-01-16,10748,France,STK011,Plateau en bambou,3,21.04,63.12
INV503974,2023-01-16,10748,France,STK001,Lampe de bureau design,1,24.86,24.86
INV503975,2023-04-17,10748,France,STK006,Cadre photo bois,3,12.54,37.62
INV503975,2023-04-17,10748,France,STK006,Cadre photo bois,1,13.8,13.8
INV503975,2023-04-17,10748,France,STK001,Lampe de bureau design,4,23.47,93.88
INV503976,2023-11-28,10749,France,STK008,Tapis de bain,2,23.45,46.9
INV503976,2023-11-28,10749,France,STK011,Plateau en bambou,1,20.24,20.24
INV503976,2023-11-28,10749,France,STK007,Panier de rangement,3,14.82,44.46
INV503976,2023-11-28,10749,France,STK003,Set de tasses ceramique,5,14.9,74.5
INV503977,2023-09-15,10749,France,STK009,Vase en verre,4,22.59,90.36
INV503977,2023-09-15,10749,France,STK011,Plateau en bambou,1,20.44,20.44
INV503978,2023-12-30,10749,France,STK005,Bougie parfumee,2,15.54,31.08
INV503979,2023-10-25,10749,France,STK001,Lampe de bureau design,1,20.7,20.7
INV503979,2023-10-25,10749,France,STK010,Guirlande lumineuse,4,12.1,48.4
INV503979,2023-10-25,10749,France,STK005,Bougie parfumee,5,11.9,59.5
INV503980,2023-02-11,10749,France,STK005,Bougie parfumee,4,14.81,59.24
INV503981,2023-12-06,10749,France,STK009,Vase en verre,3,20.04,60.12
INV503981,2023-12-06,10749,France,STK003,Set de tasses ceramique,5,12.69,63.449999999999996
INV503981,2023-12-06,10749,France,STK011,Plateau en bambou,3,10.73,32.19
INV503981,2023-12-06,10749,France,STK005,Bougie parfumee,1,14.98,14.98
INV503982,2023-03-07,10749,France,STK004,Plaid tricote,1,27.5,27.5
INV503982,2023-03-07,10749,France,STK008,Tapis de bain,5,23.3,116.5
INV503983,2023-07-31,10749,France,STK007,Panier de rangement,2,21.92,43.84
INV503983,2023-07-31,10749,France,STK012,Miroir mural rond,3,38.69,116.07
INV503983,2023-07-31,10749,France,STK006,Cadre photo bois,4,7.64,30.56
INV503984,2023-07-05,10749,France,STK005,Bougie parfumee,5,12.71,63.550000000000004
INV503984,2023-07-05,10749,France,STK005,Bougie parfumee,3,11.58,34.74
INV503984,2023-07-05,10749,France,STK008,Tapis de bain,5,35.69,178.45
INV503985,2023-07-20,10749,France,STK006,Cadre photo bois,1,11.37,11.37
INV503985,2023-07-20,10749,France,STK002,Coussin en lin,3,17.3,51.900000000000006
INV503985,2023-07-20,10749,France,STK009,Vase en verre,2,20.02,40.04
INV503986,2023-02-06,10750,Italy,STK011,Plateau en bambou,3,18.98,56.94
INV503986,2023-02-06,10750,Italy,STK003,Set de tasses ceramique,5,15.96,79.80000000000001
INV503986,2023-02-06,10750,Italy,STK006,Cadre photo bois,2,10.19,20.38
INV503987,2023-04-10,10751,Netherlands,STK003,Set de tasses ceramique,2,14.33,28.66
INV503987,2023-04-10,10751,Netherlands,STK012,Miroir mural rond,1,36.22,36.22
INV503988,2023-05-10,10752,Italy,STK009,Vase en verre,3,20.83,62.489999999999995
INV503988,2023-05-10,10752,Italy,STK003,Set de tasses ceramique,2,16.77,33.54
INV503988,2023-05-10,10752,Italy,STK012,Miroir mural rond,5,36.77,183.85000000000002
INV503989,2023-11-25,10752,Italy,STK012,Miroir mural rond,4,38.82,155.28
INV503989,2023-11-25,10752,Italy,STK011,Plateau en bambou,1,27.02,27.02
INV503989,2023-11-25,10752,Italy,STK011,Plateau en bambou,5,25.29,126.44999999999999
INV503989,2023-11-25,10752,Italy,STK003,Set de tasses ceramique,3,12.27,36.81
INV503990,2023-12-29,10752,Italy,STK006,Cadre photo bois,1,9.61,9.61
INV503991,2023-07-02,10752,Italy,STK011,Plateau en bambou,4,26.08,104.32
INV503991,2023-07-02,10752,Italy,STK010,Guirlande lumineuse,4,8.36,33.44
INV503992,2023-06-24,10753,Spain,STK006,Cadre photo bois,1,10.88,10.88
INV503992,2023-06-24,10753,Spain,STK006,Cadre photo bois,5,9.6,48.0
INV503992,2023-06-24,10753,Spain,STK008,Tapis de bain,2,25.26,50.52
INV503993,2023-08-12,10753,Spain,STK010,Guirlande lumineuse,4,13.62,54.48
INV503993,2023-08-12,10753,Spain,STK005,Bougie parfumee,5,12.16,60.8
INV503994,2023-12-27,10753,Spain,STK004,Plaid tricote,4,34.02,136.08
INV503995,2023-05-14,10753,Spain,STK003,Set de tasses ceramique,5,13.2,66.0
INV503995,2023-05-14,10753,Spain,STK003,Set de tasses ceramique,2,11.77,23.54
INV503995,2023-05-14,10753,Spain,STK008,Tapis de bain,2,26.38,52.76
INV503996,2023-06-24,10753,Spain,STK001,Lampe de bureau design,3,23.55,70.65
INV503997,2023-09-26,10753,Spain,STK010,Guirlande lumineuse,4,17.37,69.48
INV503997,2023-09-26,10753,Spain,STK002,Coussin en lin,3,15.74,47.22
INV503997,2023-09-26,10753,Spain,STK012,Miroir mural rond,3,43.52,130.56
